subscription_id,customer_id,plan_name,subscription_status,start_date,end_date,monthly_price
104,104,PRO,CANCELLED,2026-01-22,2026-08-17,2499.00
105,105,PRO,ACTIVE,2025-03-18,,2499.00
106,106,ENTERPRISE,CANCELLED,2026-07-08,2026-08-06,9999.00
107,107,PRO,ACTIVE,2026-07-21,,2499.00
108,108,PRO,ACTIVE,2026-01-09,,2499.00
109,109,BASIC,ACTIVE,2025-04-21,,999.00
110,110,BASIC,EXPIRED,2026-01-24,2026-04-13,999.00
111,111,BASIC,ACTIVE,2026-06-27,,999.00
112,112,BASIC,ACTIVE,2025-08-23,,999.00
113,113,FREE,ACTIVE,2025-12-06,,0.00
114,114,BASIC,CANCELLED,2025-08-19,2026-04-03,999.00
115,115,FREE,ACTIVE,2025-11-13,,0.00
116,116,PRO,ACTIVE,2026-02-26,,2499.00
117,117,PRO,ACTIVE,2026-01-27,,2499.00
118,118,PRO,ACTIVE,2026-07-12,,2499.00
119,119,PRO,ACTIVE,2026-06-28,,2499.00
120,120,PRO,ACTIVE,2026-07-27,,2499.00
121,121,PRO,ACTIVE,2025-12-28,,2499.00
122,122,PRO,ACTIVE,2025-08-31,,2499.00
123,123,FREE,CANCELLED,2026-03-14,2026-05-29,0.00
124,124,PRO,ACTIVE,2026-07-30,,2499.00
125,125,BASIC,ACTIVE,2025-12-07,,999.00
126,126,PRO,ACTIVE,2026-05-15,,2499.00
127,127,PRO,ACTIVE,2026-02-19,,2499.00
128,128,PRO,ACTIVE,2026-02-27,,2499.00
129,129,BASIC,ACTIVE,2025-05-22,,999.00
130,130,BASIC,ACTIVE,2026-03-04,,999.00
131,131,FREE,ACTIVE,2025-12-07,,0.00
132,132,BASIC,ACTIVE,2026-05-17,,999.00
133,133,PRO,ACTIVE,2025-11-27,,2499.00
134,134,FREE,ACTIVE,2026-06-22,,0.00
135,135,PRO,CANCELLED,2025-09-18,2026-08-21,2499.00
136,136,BASIC,ACTIVE,2025-11-05,,999.00
137,137,PRO,CANCELLED,2026-02-15,2026-08-20,2499.00
138,138,BASIC,ACTIVE,2025-10-12,,999.00
139,139,BASIC,ACTIVE,2026-05-10,,999.00
140,140,PRO,ACTIVE,2025-08-03,,2499.00
141,141,BASIC,ACTIVE,2026-06-01,,999.00
142,142,BASIC,ACTIVE,2026-06-24,,999.00
143,143,BASIC,CANCELLED,2026-02-19,2026-04-26,999.00
144,144,ENTERPRISE,ACTIVE,2025-12-22,,9999.00
145,145,PRO,ACTIVE,2025-06-27,,2499.00
146,146,ENTERPRISE,ACTIVE,2025-03-27,,9999.00
147,147,BASIC,EXPIRED,2026-04-19,2026-05-15,999.00
148,148,PRO,ACTIVE,2026-06-14,,2499.00
149,149,PRO,ACTIVE,2026-08-07,,2499.00
150,150,BASIC,ACTIVE,2025-10-13,,999.00
151,151,BASIC,ACTIVE,2026-04-27,,999.00
152,152,BASIC,ACTIVE,2025-10-09,,999.00
153,153,PRO,ACTIVE,2026-06-22,,2499.00
154,154,FREE,ACTIVE,2025-05-28,,0.00
155,155,BASIC,ACTIVE,2026-06-05,,999.00
156,156,FREE,ACTIVE,2026-03-19,,0.00
157,157,BASIC,ACTIVE,2026-08-14,,999.00
158,158,PRO,ACTIVE,2025-08-08,,2499.00
159,159,BASIC,ACTIVE,2026-08-09,,999.00
160,160,BASIC,ACTIVE,2026-05-03,,999.00
161,161,ENTERPRISE,CANCELLED,2026-05-07,2026-08-24,9999.00
162,162,BASIC,ACTIVE,2025-12-21,,999.00
163,163,BASIC,ACTIVE,2026-05-16,,999.00
164,164,PRO,ACTIVE,2025-11-22,,2499.00
165,165,BASIC,ACTIVE,2025-11-03,,999.00
166,166,FREE,ACTIVE,2026-06-15,,0.00
167,167,ENTERPRISE,ACTIVE,2026-01-17,,9999.00
168,168,BASIC,ACTIVE,2026-03-29,,999.00
169,169,FREE,ACTIVE,2026-06-08,,0.00
170,170,FREE,ACTIVE,2025-09-18,,0.00
171,171,FREE,ACTIVE,2026-05-20,,0.00
172,172,PRO,CANCELLED,2025-07-06,2026-02-09,2499.00
173,173,BASIC,ACTIVE,2026-01-15,,999.00
174,174,BASIC,ACTIVE,2026-06-22,,999.00
175,175,BASIC,ACTIVE,2026-01-24,,999.00
176,176,ENTERPRISE,ACTIVE,2025-02-10,,9999.00
177,177,PRO,ACTIVE,2026-06-28,,2499.00
178,178,PRO,CANCELLED,2026-05-11,2026-08-19,2499.00
179,179,ENTERPRISE,ACTIVE,2026-02-06,,9999.00
180,180,BASIC,ACTIVE,2026-05-11,,999.00
181,181,BASIC,ACTIVE,2026-07-28,,999.00
182,182,FREE,CANCELLED,2025-09-07,2026-05-21,0.00
183,183,BASIC,ACTIVE,2025-07-11,,999.00
184,184,ENTERPRISE,ACTIVE,2026-06-28,,9999.00
185,185,PRO,ACTIVE,2026-02-17,,2499.00
186,186,BASIC,ACTIVE,2025-08-30,,999.00
187,187,FREE,ACTIVE,2025-08-19,,0.00
188,188,ENTERPRISE,ACTIVE,2026-03-11,,9999.00
189,189,PRO,ACTIVE,2025-08-29,,2499.00
190,190,BASIC,ACTIVE,2025-07-14,,999.00
191,191,ENTERPRISE,ACTIVE,2026-06-05,,9999.00
192,192,PRO,CANCELLED,2026-04-25,2026-08-28,2499.00
193,193,FREE,ACTIVE,2026-03-07,,0.00
194,194,BASIC,CANCELLED,2026-04-08,2026-05-10,999.00
195,195,PRO,ACTIVE,2025-11-21,,2499.00
196,196,BASIC,ACTIVE,2025-08-07,,999.00
197,197,BASIC,ACTIVE,2026-06-16,,999.00
198,198,ENTERPRISE,ACTIVE,2025-08-27,,9999.00
199,199,FREE,ACTIVE,2025-10-26,,0.00
200,200,PRO,ACTIVE,2026-02-11,,2499.00
201,201,PRO,CANCELLED,2026-03-10,2026-08-27,2499.00
202,202,BASIC,ACTIVE,2026-03-16,,999.00
203,203,BASIC,ACTIVE,2026-05-28,,999.00
204,204,BASIC,ACTIVE,2026-04-29,,999.00
205,205,ENTERPRISE,ACTIVE,2026-08-06,,9999.00
206,206,BASIC,ACTIVE,2025-11-30,,999.00
207,207,BASIC,ACTIVE,2026-01-21,,999.00
208,208,PRO,ACTIVE,2025-09-04,,2499.00
209,209,BASIC,ACTIVE,2026-06-15,,999.00
210,210,FREE,ACTIVE,2026-02-26,,0.00
211,211,BASIC,ACTIVE,2025-10-24,,999.00
212,212,ENTERPRISE,ACTIVE,2026-06-09,,9999.00
213,213,BASIC,ACTIVE,2026-05-19,,999.00
214,214,BASIC,ACTIVE,2026-03-12,,999.00
215,215,ENTERPRISE,ACTIVE,2025-06-14,,9999.00
216,216,PRO,ACTIVE,2026-01-01,,2499.00
217,217,BASIC,ACTIVE,2026-04-05,,999.00
218,218,BASIC,ACTIVE,2026-01-06,,999.00
219,219,PRO,CANCELLED,2026-07-11,2026-08-28,2499.00
220,220,FREE,ACTIVE,2026-03-21,,0.00
221,221,BASIC,CANCELLED,2025-07-03,2026-03-10,999.00
222,222,PRO,ACTIVE,2026-07-30,,2499.00
223,223,BASIC,ACTIVE,2026-05-23,,999.00
224,224,PRO,ACTIVE,2026-03-05,,2499.00
225,225,BASIC,ACTIVE,2026-03-04,,999.00
226,226,BASIC,ACTIVE,2026-05-20,,999.00
227,227,BASIC,ACTIVE,2026-06-15,,999.00
228,228,PRO,ACTIVE,2026-02-17,,2499.00
229,229,PRO,CANCELLED,2026-06-06,2026-07-13,2499.00
230,230,BASIC,ACTIVE,2026-01-29,,999.00
231,231,BASIC,ACTIVE,2026-02-01,,999.00
232,232,PRO,ACTIVE,2026-01-22,,2499.00
233,233,ENTERPRISE,CANCELLED,2026-01-11,2026-02-18,9999.00
234,234,BASIC,ACTIVE,2026-05-18,,999.00
235,235,PRO,CANCELLED,2025-04-14,2026-05-19,2499.00
236,236,PRO,ACTIVE,2025-06-23,,2499.00
237,237,PRO,ACTIVE,2026-04-13,,2499.00
238,238,FREE,ACTIVE,2026-04-11,,0.00
239,239,PRO,ACTIVE,2025-12-26,,2499.00
240,240,BASIC,CANCELLED,2025-11-01,2026-03-01,999.00
241,241,BASIC,ACTIVE,2025-01-19,,999.00
242,242,ENTERPRISE,EXPIRED,2026-05-10,2026-06-16,9999.00
243,243,BASIC,ACTIVE,2025-05-13,,999.00
244,244,PRO,ACTIVE,2026-06-05,,2499.00
245,245,BASIC,ACTIVE,2026-07-16,,999.00
246,246,PRO,ACTIVE,2026-07-12,,2499.00
247,247,PRO,ACTIVE,2026-01-23,,2499.00
248,248,FREE,ACTIVE,2025-10-14,,0.00
249,249,BASIC,ACTIVE,2026-02-03,,999.00
250,250,BASIC,ACTIVE,2026-07-08,,999.00
251,251,ENTERPRISE,ACTIVE,2025-11-21,,9999.00
252,252,BASIC,ACTIVE,2025-12-30,,999.00
253,253,BASIC,ACTIVE,2026-04-25,,999.00
254,254,PRO,ACTIVE,2026-05-27,,2499.00
255,255,PRO,ACTIVE,2025-08-18,,2499.00
256,256,PRO,ACTIVE,2026-08-05,,2499.00
257,257,PRO,ACTIVE,2026-08-12,,2499.00
258,258,BASIC,ACTIVE,2026-04-03,,999.00
259,259,BASIC,ACTIVE,2026-03-02,,999.00
260,260,BASIC,ACTIVE,2026-02-28,,999.00
261,261,BASIC,ACTIVE,2026-05-17,,999.00
262,262,BASIC,ACTIVE,2026-02-24,,999.00
263,263,BASIC,ACTIVE,2025-05-27,,999.00
264,264,BASIC,ACTIVE,2026-04-08,,999.00
265,265,PRO,ACTIVE,2025-08-13,,2499.00
266,266,BASIC,ACTIVE,2025-09-13,,999.00
267,267,PRO,ACTIVE,2026-01-18,,2499.00
268,268,BASIC,ACTIVE,2026-04-17,,999.00
269,269,PRO,ACTIVE,2026-03-30,,2499.00
270,270,FREE,ACTIVE,2026-05-26,,0.00
271,271,BASIC,CANCELLED,2026-01-10,2026-03-20,999.00
272,272,PRO,ACTIVE,2026-06-02,,2499.00
273,273,ENTERPRISE,ACTIVE,2025-08-05,,9999.00
274,274,BASIC,ACTIVE,2026-01-27,,999.00
275,275,BASIC,CANCELLED,2025-12-21,2026-02-06,999.00
276,276,BASIC,CANCELLED,2026-05-28,2026-07-07,999.00
277,277,PRO,ACTIVE,2026-01-18,,2499.00
278,278,BASIC,CANCELLED,2025-01-23,2026-03-23,999.00
279,279,FREE,ACTIVE,2025-09-17,,0.00
280,280,PRO,ACTIVE,2025-07-05,,2499.00
281,281,BASIC,ACTIVE,2025-09-15,,999.00
282,282,BASIC,ACTIVE,2026-01-31,,999.00
283,283,BASIC,ACTIVE,2025-10-26,,999.00
284,284,ENTERPRISE,ACTIVE,2025-12-23,,9999.00
285,285,PRO,ACTIVE,2026-05-26,,2499.00
286,286,BASIC,ACTIVE,2026-06-01,,999.00
287,287,FREE,ACTIVE,2025-08-30,,0.00
288,288,PRO,ACTIVE,2026-08-02,,2499.00
289,289,BASIC,ACTIVE,2026-05-23,,999.00
290,290,BASIC,ACTIVE,2025-08-17,,999.00
291,291,BASIC,ACTIVE,2026-01-04,,999.00
292,292,PRO,ACTIVE,2026-06-15,,2499.00
293,293,BASIC,ACTIVE,2025-09-04,,999.00
294,294,BASIC,ACTIVE,2026-01-28,,999.00
295,295,PRO,ACTIVE,2025-09-09,,2499.00
296,296,BASIC,ACTIVE,2025-05-27,,999.00
297,297,PRO,ACTIVE,2026-02-01,,2499.00
298,298,FREE,ACTIVE,2026-04-15,,0.00
299,299,BASIC,ACTIVE,2026-01-01,,999.00
300,300,BASIC,ACTIVE,2026-07-26,,999.00
301,301,BASIC,ACTIVE,2025-10-31,,999.00
302,302,PRO,ACTIVE,2025-12-23,,2499.00
303,303,BASIC,ACTIVE,2026-02-11,,999.00
304,304,BASIC,ACTIVE,2026-03-22,,999.00
305,305,PRO,ACTIVE,2025-09-14,,2499.00
306,306,FREE,ACTIVE,2025-04-24,,0.00
307,307,PRO,ACTIVE,2026-04-03,,2499.00
308,308,BASIC,CANCELLED,2026-03-16,2026-03-29,999.00
309,309,BASIC,ACTIVE,2025-07-06,,999.00
310,310,ENTERPRISE,ACTIVE,2026-06-22,,9999.00
311,311,PRO,ACTIVE,2026-06-06,,2499.00
312,312,PRO,ACTIVE,2025-04-18,,2499.00
313,313,BASIC,ACTIVE,2026-03-06,,999.00
314,314,PRO,ACTIVE,2025-09-26,,2499.00
315,315,PRO,CANCELLED,2026-03-19,2026-05-26,2499.00
316,316,BASIC,ACTIVE,2026-06-02,,999.00
317,317,BASIC,ACTIVE,2025-10-29,,999.00
318,318,BASIC,ACTIVE,2026-02-07,,999.00
319,319,PRO,ACTIVE,2025-08-01,,2499.00
320,320,FREE,ACTIVE,2025-12-07,,0.00
321,321,ENTERPRISE,ACTIVE,2026-02-10,,9999.00
322,322,PRO,ACTIVE,2025-06-04,,2499.00
323,323,BASIC,ACTIVE,2026-07-29,,999.00
324,324,ENTERPRISE,EXPIRED,2025-03-20,2026-06-08,9999.00
325,325,BASIC,ACTIVE,2025-12-30,,999.00
326,326,PRO,ACTIVE,2026-06-04,,2499.00
327,327,PRO,ACTIVE,2026-07-30,,2499.00
328,328,PRO,ACTIVE,2026-04-24,,2499.00
329,329,PRO,ACTIVE,2026-04-15,,2499.00
330,330,ENTERPRISE,EXPIRED,2026-02-09,2026-08-26,9999.00
331,331,PRO,ACTIVE,2025-03-28,,2499.00
332,332,PRO,ACTIVE,2025-12-04,,2499.00
333,333,PRO,ACTIVE,2026-05-04,,2499.00
334,334,BASIC,ACTIVE,2026-03-16,,999.00
335,335,BASIC,ACTIVE,2026-08-15,,999.00
336,336,ENTERPRISE,ACTIVE,2025-09-16,,9999.00
337,337,PRO,ACTIVE,2025-11-10,,2499.00
338,338,PRO,ACTIVE,2026-06-17,,2499.00
339,339,PRO,ACTIVE,2026-04-15,,2499.00
340,340,BASIC,ACTIVE,2026-04-07,,999.00
341,341,BASIC,CANCELLED,2026-01-05,2026-08-20,999.00
342,342,PRO,ACTIVE,2026-01-05,,2499.00
343,343,PRO,ACTIVE,2025-10-17,,2499.00
344,344,ENTERPRISE,ACTIVE,2025-05-26,,9999.00
345,345,FREE,ACTIVE,2026-05-08,,0.00
346,346,PRO,CANCELLED,2025-09-18,2026-08-05,2499.00
347,347,PRO,ACTIVE,2025-03-07,,2499.00
348,348,BASIC,ACTIVE,2026-02-17,,999.00
349,349,BASIC,ACTIVE,2025-08-15,,999.00
350,350,BASIC,ACTIVE,2026-05-22,,999.00
351,351,BASIC,ACTIVE,2026-06-03,,999.00
352,352,BASIC,ACTIVE,2026-04-06,,999.00
353,353,PRO,ACTIVE,2026-02-21,,2499.00
354,354,BASIC,ACTIVE,2025-11-09,,999.00
355,355,BASIC,ACTIVE,2026-06-29,,999.00
356,356,BASIC,ACTIVE,2026-02-27,,999.00
357,357,BASIC,ACTIVE,2026-05-04,,999.00
358,358,FREE,ACTIVE,2026-06-09,,0.00
359,359,PRO,ACTIVE,2025-11-23,,2499.00
360,360,PRO,CANCELLED,2026-05-20,2026-05-24,2499.00
361,361,BASIC,ACTIVE,2026-06-16,,999.00
362,362,BASIC,ACTIVE,2026-05-31,,999.00
363,363,PRO,CANCELLED,2025-09-30,2026-03-15,2499.00
364,364,BASIC,ACTIVE,2025-08-26,,999.00
365,365,PRO,ACTIVE,2025-08-07,,2499.00
366,366,PRO,ACTIVE,2026-03-06,,2499.00
367,367,PRO,CANCELLED,2025-07-27,2026-08-13,2499.00
368,368,BASIC,ACTIVE,2025-12-19,,999.00
369,369,BASIC,ACTIVE,2026-03-08,,999.00
370,370,PRO,ACTIVE,2025-11-20,,2499.00
371,371,BASIC,ACTIVE,2026-05-11,,999.00
372,372,FREE,ACTIVE,2026-08-09,,0.00
373,373,BASIC,ACTIVE,2025-08-29,,999.00
374,374,PRO,ACTIVE,2025-08-21,,2499.00
375,375,BASIC,ACTIVE,2025-07-24,,999.00
376,376,ENTERPRISE,ACTIVE,2026-06-30,,9999.00
377,377,BASIC,CANCELLED,2026-03-31,2026-06-08,999.00
378,378,PRO,ACTIVE,2026-02-18,,2499.00
379,379,PRO,ACTIVE,2025-12-27,,2499.00
380,380,BASIC,ACTIVE,2025-06-10,,999.00
381,381,PRO,CANCELLED,2025-02-17,2026-08-09,2499.00
382,382,BASIC,ACTIVE,2026-05-10,,999.00
383,383,BASIC,ACTIVE,2025-06-22,,999.00
384,384,PRO,ACTIVE,2026-02-23,,2499.00
385,385,BASIC,ACTIVE,2025-09-18,,999.00
386,386,FREE,ACTIVE,2026-04-12,,0.00
387,387,ENTERPRISE,ACTIVE,2026-05-28,,9999.00
388,388,PRO,ACTIVE,2025-06-01,,2499.00
389,389,BASIC,ACTIVE,2026-05-01,,999.00
390,390,PRO,ACTIVE,2026-01-03,,2499.00
391,391,BASIC,ACTIVE,2026-01-28,,999.00
392,392,BASIC,ACTIVE,2026-04-18,,999.00
393,393,ENTERPRISE,ACTIVE,2025-08-19,,9999.00
394,394,BASIC,ACTIVE,2026-08-11,,999.00
395,395,PRO,ACTIVE,2025-10-02,,2499.00
396,396,BASIC,ACTIVE,2025-05-17,,999.00
397,397,BASIC,ACTIVE,2025-08-27,,999.00
398,398,BASIC,ACTIVE,2025-12-14,,999.00
399,399,FREE,ACTIVE,2025-07-23,,0.00
400,400,PRO,ACTIVE,2026-02-14,,2499.00
401,401,ENTERPRISE,ACTIVE,2025-06-06,,9999.00
402,402,PRO,ACTIVE,2026-05-07,,2499.00
403,403,PRO,ACTIVE,2025-03-21,,2499.00
404,404,BASIC,ACTIVE,2025-07-10,,999.00
405,405,PRO,ACTIVE,2026-06-14,,2499.00
406,406,PRO,ACTIVE,2026-01-07,,2499.00
407,407,PRO,ACTIVE,2025-06-10,,2499.00
408,408,BASIC,ACTIVE,2026-04-27,,999.00
409,409,BASIC,ACTIVE,2026-06-26,,999.00
410,410,BASIC,ACTIVE,2026-06-05,,999.00
411,411,BASIC,ACTIVE,2026-06-15,,999.00
412,412,ENTERPRISE,ACTIVE,2026-07-12,,9999.00
413,413,PRO,ACTIVE,2025-08-14,,2499.00
414,414,BASIC,ACTIVE,2026-04-30,,999.00
415,415,PRO,ACTIVE,2025-02-11,,2499.00
416,416,BASIC,ACTIVE,2026-05-01,,999.00
417,417,BASIC,CANCELLED,2026-04-17,2026-08-17,999.00
418,418,ENTERPRISE,ACTIVE,2026-08-11,,9999.00
419,419,BASIC,ACTIVE,2026-06-11,,999.00
420,420,PRO,ACTIVE,2026-05-28,,2499.00
421,421,BASIC,ACTIVE,2025-10-06,,999.00
422,422,BASIC,ACTIVE,2026-04-19,,999.00
423,423,BASIC,ACTIVE,2026-04-28,,999.00
424,424,PRO,ACTIVE,2026-03-11,,2499.00
425,425,BASIC,ACTIVE,2025-08-01,,999.00
426,426,PRO,ACTIVE,2026-04-02,,2499.00
427,427,FREE,ACTIVE,2026-02-24,,0.00
428,428,PRO,ACTIVE,2025-05-19,,2499.00
429,429,PRO,ACTIVE,2025-07-05,,2499.00
430,430,BASIC,ACTIVE,2026-04-08,,999.00
431,431,PRO,ACTIVE,2026-06-11,,2499.00
432,432,BASIC,ACTIVE,2026-06-12,,999.00
433,433,BASIC,ACTIVE,2026-03-19,,999.00
434,434,PRO,ACTIVE,2025-10-23,,2499.00
435,435,PRO,ACTIVE,2026-03-15,,2499.00
436,436,ENTERPRISE,ACTIVE,2026-03-13,,9999.00
437,437,PRO,ACTIVE,2026-03-08,,2499.00
438,438,BASIC,ACTIVE,2025-10-22,,999.00
439,439,BASIC,ACTIVE,2025-08-09,,999.00
440,440,PRO,CANCELLED,2025-12-11,2026-08-27,2499.00
441,441,PRO,ACTIVE,2026-05-06,,2499.00
442,442,PRO,ACTIVE,2025-05-18,,2499.00
443,443,BASIC,ACTIVE,2025-01-14,,999.00
444,444,ENTERPRISE,ACTIVE,2026-04-30,,9999.00
445,445,PRO,ACTIVE,2025-10-19,,2499.00
446,446,PRO,ACTIVE,2025-10-18,,2499.00
447,447,BASIC,ACTIVE,2025-09-23,,999.00
448,448,BASIC,ACTIVE,2025-11-04,,999.00
449,449,PRO,EXPIRED,2025-11-07,2026-05-02,2499.00
450,450,ENTERPRISE,ACTIVE,2025-09-14,,9999.00
451,451,PRO,CANCELLED,2026-01-07,2026-08-17,2499.00
452,452,PRO,ACTIVE,2026-04-18,,2499.00
453,453,BASIC,ACTIVE,2026-05-29,,999.00
454,454,PRO,ACTIVE,2025-09-18,,2499.00
455,455,FREE,ACTIVE,2025-06-13,,0.00
456,456,BASIC,ACTIVE,2025-08-28,,999.00
457,457,BASIC,ACTIVE,2026-03-04,,999.00
458,458,PRO,ACTIVE,2026-03-10,,2499.00
459,459,BASIC,ACTIVE,2025-12-15,,999.00
460,460,PRO,ACTIVE,2025-11-13,,2499.00
461,461,BASIC,ACTIVE,2026-05-06,,999.00
462,462,BASIC,ACTIVE,2026-07-05,,999.00
463,463,PRO,ACTIVE,2025-10-04,,2499.00
464,464,PRO,ACTIVE,2026-08-11,,2499.00
465,465,BASIC,ACTIVE,2026-04-05,,999.00
466,466,BASIC,ACTIVE,2026-04-23,,999.00
467,467,BASIC,ACTIVE,2025-12-23,,999.00
468,468,PRO,ACTIVE,2025-11-13,,2499.00
469,469,PRO,ACTIVE,2026-04-11,,2499.00
470,470,BASIC,ACTIVE,2026-07-08,,999.00
471,471,BASIC,ACTIVE,2026-06-17,,999.00
472,472,ENTERPRISE,ACTIVE,2026-03-22,,9999.00
473,473,PRO,ACTIVE,2026-06-27,,2499.00
474,474,BASIC,ACTIVE,2025-07-26,,999.00
475,475,BASIC,ACTIVE,2025-12-26,,999.00
476,476,PRO,ACTIVE,2026-06-02,,2499.00
477,477,PRO,CANCELLED,2026-06-08,2026-08-24,2499.00
478,478,BASIC,ACTIVE,2026-04-01,,999.00
