payment_id,customer_id,subscription_id,amount,payment_status,payment_date,payment_method
112,20,20,999.00,FAILED,2026-08-05 10:52:00,CARD
113,21,21,2499.00,SUCCESS,2026-04-06 20:59:00,UPI
114,21,21,2499.00,SUCCESS,2026-05-05 09:24:00,UPI
115,21,21,2499.00,SUCCESS,2026-06-09 16:18:00,CARD
116,21,21,2499.00,SUCCESS,2026-07-18 15:26:00,WALLET
117,21,21,2499.00,SUCCESS,2026-08-24 16:32:00,WALLET
118,22,22,2499.00,SUCCESS,2026-05-07 17:36:00,NET_BANKING
119,22,22,2499.00,SUCCESS,2026-06-06 10:53:00,UPI
120,22,22,2499.00,SUCCESS,2026-07-18 20:15:00,UPI
121,22,22,2499.00,SUCCESS,2026-08-25 19:52:00,WALLET
122,23,23,999.00,SUCCESS,2026-01-20 10:09:00,CARD
123,23,23,999.00,SUCCESS,2026-02-16 13:08:00,UPI
124,23,23,999.00,SUCCESS,2026-03-18 17:04:00,WALLET
125,23,23,999.00,SUCCESS,2026-04-08 11:07:00,NET_BANKING
126,23,23,999.00,SUCCESS,2026-05-21 20:51:00,WALLET
127,23,23,999.00,SUCCESS,2026-06-07 15:58:00,CARD
128,23,23,999.00,SUCCESS,2026-07-22 14:10:00,UPI
129,23,23,999.00,SUCCESS,2026-08-15 19:44:00,NET_BANKING
130,24,24,2499.00,SUCCESS,2026-01-18 10:56:00,CARD
131,24,24,2499.00,FAILED,2026-02-02 10:55:00,WALLET
132,24,24,2499.00,FAILED,2026-03-03 11:53:00,UPI
133,24,24,2499.00,SUCCESS,2026-04-18 16:58:00,UPI
134,24,24,2499.00,SUCCESS,2026-05-03 17:48:00,NET_BANKING
135,24,24,2499.00,SUCCESS,2026-06-15 13:55:00,NET_BANKING
136,24,24,2499.00,SUCCESS,2026-07-20 08:09:00,WALLET
137,24,24,2499.00,SUCCESS,2026-08-24 12:44:00,UPI
138,25,25,2499.00,SUCCESS,2026-06-10 17:52:00,CARD
139,25,25,2499.00,SUCCESS,2026-07-06 14:17:00,CARD
140,25,25,2499.00,SUCCESS,2026-08-14 10:52:00,CARD
141,26,26,2499.00,SUCCESS,2026-01-16 13:15:00,CARD
142,26,26,2499.00,SUCCESS,2026-02-19 13:42:00,UPI
143,26,26,2499.00,SUCCESS,2026-03-18 18:04:00,CARD
144,26,26,2499.00,SUCCESS,2026-04-18 10:16:00,UPI
145,26,26,2499.00,SUCCESS,2026-05-09 19:59:00,WALLET
146,26,26,2499.00,SUCCESS,2026-06-21 16:11:00,WALLET
147,26,26,2499.00,SUCCESS,2026-07-25 20:15:00,UPI
148,26,26,2499.00,SUCCESS,2026-08-13 09:33:00,WALLET
149,27,27,999.00,SUCCESS,2026-01-12 08:37:00,UPI
150,27,27,999.00,SUCCESS,2026-02-12 17:25:00,CARD
151,27,27,999.00,SUCCESS,2026-03-11 11:05:00,NET_BANKING
152,27,27,999.00,SUCCESS,2026-04-15 12:45:00,NET_BANKING
153,27,27,999.00,SUCCESS,2026-05-20 13:36:00,NET_BANKING
154,27,27,999.00,SUCCESS,2026-06-02 13:09:00,UPI
155,27,27,999.00,SUCCESS,2026-07-02 12:04:00,UPI
156,27,27,999.00,FAILED,2026-08-15 11:10:00,UPI
157,28,28,2499.00,SUCCESS,2026-01-25 09:57:00,CARD
158,28,28,2499.00,SUCCESS,2026-02-10 15:26:00,UPI
159,28,28,2499.00,SUCCESS,2026-03-08 19:13:00,WALLET
160,28,28,2499.00,SUCCESS,2026-04-03 20:50:00,CARD
161,28,28,2499.00,SUCCESS,2026-05-21 19:13:00,WALLET
162,28,28,2499.00,SUCCESS,2026-06-08 16:26:00,UPI
163,28,28,2499.00,SUCCESS,2026-07-08 13:06:00,CARD
164,28,28,2499.00,SUCCESS,2026-08-24 14:32:00,UPI
165,29,29,999.00,SUCCESS,2026-01-01 16:20:00,WALLET
166,29,29,999.00,SUCCESS,2026-02-13 10:25:00,UPI
167,29,29,999.00,SUCCESS,2026-03-09 16:58:00,WALLET
168,29,29,999.00,SUCCESS,2026-04-23 10:01:00,UPI
169,30,30,999.00,SUCCESS,2026-01-24 13:37:00,CARD
170,30,30,999.00,SUCCESS,2026-02-15 19:23:00,NET_BANKING
171,30,30,999.00,SUCCESS,2026-03-14 20:19:00,UPI
172,30,30,999.00,SUCCESS,2026-04-24 08:10:00,WALLET
173,30,30,999.00,SUCCESS,2026-05-10 08:28:00,CARD
174,30,30,999.00,SUCCESS,2026-06-25 13:39:00,UPI
175,30,30,999.00,SUCCESS,2026-07-18 10:03:00,UPI
176,30,30,999.00,FAILED,2026-08-12 19:59:00,NET_BANKING
177,31,31,2499.00,SUCCESS,2026-01-24 20:05:00,UPI
178,31,31,2499.00,SUCCESS,2026-02-03 16:17:00,NET_BANKING
179,31,31,2499.00,SUCCESS,2026-03-11 17:40:00,NET_BANKING
180,31,31,2499.00,SUCCESS,2026-04-15 18:55:00,UPI
181,31,31,2499.00,SUCCESS,2026-05-13 17:33:00,NET_BANKING
182,31,31,2499.00,SUCCESS,2026-06-07 11:38:00,CARD
183,31,31,2499.00,SUCCESS,2026-07-21 12:35:00,CARD
184,31,31,2499.00,FAILED,2026-08-09 19:11:00,NET_BANKING
185,32,32,2499.00,SUCCESS,2026-06-22 10:56:00,WALLET
186,32,32,2499.00,SUCCESS,2026-07-12 16:39:00,UPI
187,32,32,2499.00,SUCCESS,2026-08-21 10:29:00,CARD
188,33,33,9999.00,SUCCESS,2026-07-03 20:52:00,CARD
189,33,33,9999.00,SUCCESS,2026-08-23 12:33:00,WALLET
190,34,34,2499.00,SUCCESS,2026-01-02 09:30:00,CARD
191,34,34,2499.00,SUCCESS,2026-02-12 12:22:00,CARD
192,34,34,2499.00,SUCCESS,2026-03-20 16:44:00,UPI
193,35,35,999.00,SUCCESS,2026-01-05 16:35:00,WALLET
194,35,35,999.00,SUCCESS,2026-02-10 12:46:00,WALLET
195,35,35,999.00,SUCCESS,2026-03-02 09:58:00,CARD
196,35,35,999.00,SUCCESS,2026-04-11 11:42:00,NET_BANKING
197,35,35,999.00,SUCCESS,2026-05-16 11:57:00,NET_BANKING
198,35,35,999.00,FAILED,2026-06-02 15:32:00,WALLET
199,35,35,999.00,SUCCESS,2026-07-11 08:37:00,NET_BANKING
200,35,35,999.00,SUCCESS,2026-08-11 18:45:00,NET_BANKING
201,36,36,999.00,SUCCESS,2026-02-19 18:05:00,CARD
202,36,36,999.00,SUCCESS,2026-03-17 08:44:00,NET_BANKING
203,36,36,999.00,SUCCESS,2026-04-09 18:53:00,WALLET
204,36,36,999.00,SUCCESS,2026-05-22 15:57:00,WALLET
205,36,36,999.00,SUCCESS,2026-06-25 15:12:00,UPI
206,36,36,999.00,SUCCESS,2026-07-16 13:39:00,CARD
207,36,36,999.00,SUCCESS,2026-08-24 09:20:00,UPI
208,37,37,999.00,SUCCESS,2026-01-12 12:13:00,CARD
209,37,37,999.00,SUCCESS,2026-02-02 20:12:00,CARD
210,37,37,999.00,SUCCESS,2026-03-18 12:36:00,NET_BANKING
211,37,37,999.00,SUCCESS,2026-04-08 16:29:00,WALLET
212,37,37,999.00,FAILED,2026-05-11 18:50:00,WALLET
213,37,37,999.00,SUCCESS,2026-06-14 12:12:00,UPI
214,37,37,999.00,SUCCESS,2026-07-19 13:12:00,NET_BANKING
215,37,37,999.00,SUCCESS,2026-08-17 10:14:00,CARD
216,38,38,2499.00,SUCCESS,2026-07-13 18:01:00,UPI
217,38,38,2499.00,SUCCESS,2026-08-10 10:33:00,CARD
218,39,39,999.00,SUCCESS,2026-03-21 18:05:00,UPI
219,39,39,999.00,SUCCESS,2026-04-03 15:33:00,UPI
220,41,41,999.00,SUCCESS,2026-05-10 19:30:00,CARD
221,41,41,999.00,SUCCESS,2026-06-22 14:52:00,CARD
222,41,41,999.00,SUCCESS,2026-07-19 13:54:00,NET_BANKING
223,41,41,999.00,SUCCESS,2026-08-09 09:18:00,CARD
224,42,42,2499.00,SUCCESS,2026-06-11 16:03:00,NET_BANKING
225,42,42,2499.00,SUCCESS,2026-07-07 16:47:00,WALLET
226,42,42,2499.00,SUCCESS,2026-08-02 12:54:00,UPI
227,43,43,2499.00,SUCCESS,2026-01-24 19:02:00,NET_BANKING
228,43,43,2499.00,SUCCESS,2026-02-19 18:47:00,CARD
229,43,43,2499.00,PENDING,2026-03-11 19:28:00,NET_BANKING
230,43,43,2499.00,SUCCESS,2026-04-12 13:55:00,UPI
231,43,43,2499.00,SUCCESS,2026-05-22 18:23:00,CARD
232,43,43,2499.00,SUCCESS,2026-06-25 11:15:00,CARD
233,43,43,2499.00,FAILED,2026-07-18 08:06:00,WALLET
234,43,43,2499.00,SUCCESS,2026-08-14 18:13:00,UPI
235,44,44,9999.00,SUCCESS,2026-01-02 20:57:00,UPI
236,44,44,9999.00,SUCCESS,2026-02-18 20:49:00,NET_BANKING
237,44,44,9999.00,SUCCESS,2026-03-19 20:52:00,NET_BANKING
238,44,44,9999.00,SUCCESS,2026-04-16 14:23:00,CARD
239,44,44,9999.00,SUCCESS,2026-05-23 12:37:00,NET_BANKING
240,44,44,9999.00,SUCCESS,2026-06-08 18:48:00,CARD
241,44,44,9999.00,SUCCESS,2026-07-11 16:01:00,NET_BANKING
242,44,44,9999.00,SUCCESS,2026-08-07 15:44:00,WALLET
243,45,45,9999.00,SUCCESS,2026-03-16 11:33:00,NET_BANKING
244,45,45,9999.00,SUCCESS,2026-04-14 16:21:00,NET_BANKING
245,45,45,9999.00,SUCCESS,2026-05-08 14:23:00,WALLET
246,45,45,9999.00,SUCCESS,2026-06-13 18:03:00,NET_BANKING
247,45,45,9999.00,SUCCESS,2026-07-09 15:44:00,UPI
248,45,45,9999.00,SUCCESS,2026-08-12 15:33:00,NET_BANKING
249,46,46,999.00,SUCCESS,2026-07-18 17:32:00,UPI
250,46,46,999.00,PENDING,2026-08-21 19:21:00,UPI
251,47,47,999.00,SUCCESS,2026-01-12 14:18:00,NET_BANKING
252,47,47,999.00,SUCCESS,2026-02-12 15:32:00,NET_BANKING
253,47,47,999.00,FAILED,2026-03-10 19:24:00,NET_BANKING
254,47,47,999.00,PENDING,2026-04-07 18:09:00,CARD
255,47,47,999.00,FAILED,2026-05-14 19:27:00,CARD
256,47,47,999.00,SUCCESS,2026-06-14 15:16:00,UPI
257,47,47,999.00,SUCCESS,2026-07-24 20:33:00,NET_BANKING
258,47,47,999.00,SUCCESS,2026-08-12 17:03:00,CARD
259,48,48,999.00,SUCCESS,2026-01-06 12:53:00,WALLET
260,48,48,999.00,SUCCESS,2026-02-24 13:49:00,CARD
261,48,48,999.00,SUCCESS,2026-03-22 14:43:00,UPI
262,48,48,999.00,FAILED,2026-04-02 13:03:00,WALLET
263,48,48,999.00,SUCCESS,2026-05-23 17:09:00,UPI
264,48,48,999.00,SUCCESS,2026-06-24 08:48:00,WALLET
265,48,48,999.00,SUCCESS,2026-07-21 10:14:00,UPI
266,48,48,999.00,SUCCESS,2026-08-01 11:26:00,NET_BANKING
267,49,49,2499.00,SUCCESS,2026-05-11 12:58:00,NET_BANKING
268,49,49,2499.00,SUCCESS,2026-06-15 09:13:00,WALLET
269,49,49,2499.00,FAILED,2026-07-15 17:16:00,NET_BANKING
270,49,49,2499.00,FAILED,2026-08-15 12:23:00,NET_BANKING
271,50,50,999.00,PENDING,2026-01-09 15:13:00,CARD
272,50,50,999.00,SUCCESS,2026-02-13 10:15:00,NET_BANKING
273,50,50,999.00,SUCCESS,2026-03-02 09:00:00,UPI
274,50,50,999.00,SUCCESS,2026-04-14 20:14:00,WALLET
275,50,50,999.00,SUCCESS,2026-05-02 09:56:00,WALLET
276,50,50,999.00,SUCCESS,2026-06-12 17:52:00,UPI
277,50,50,999.00,SUCCESS,2026-07-16 15:07:00,NET_BANKING
278,50,50,999.00,SUCCESS,2026-08-10 15:43:00,NET_BANKING
279,51,51,2499.00,SUCCESS,2026-04-22 11:44:00,CARD
280,51,51,2499.00,SUCCESS,2026-05-19 11:08:00,NET_BANKING
281,51,51,2499.00,SUCCESS,2026-06-13 17:49:00,CARD
282,51,51,2499.00,SUCCESS,2026-07-16 20:48:00,WALLET
283,51,51,2499.00,PENDING,2026-08-12 16:04:00,CARD
284,52,52,999.00,SUCCESS,2026-05-19 19:25:00,UPI
285,52,52,999.00,SUCCESS,2026-06-25 11:45:00,NET_BANKING
286,52,52,999.00,SUCCESS,2026-07-22 19:16:00,WALLET
287,52,52,999.00,FAILED,2026-08-17 09:53:00,WALLET
288,53,53,9999.00,SUCCESS,2026-01-20 10:59:00,CARD
289,53,53,9999.00,SUCCESS,2026-02-18 09:17:00,NET_BANKING
290,53,53,9999.00,SUCCESS,2026-03-25 08:44:00,CARD
291,53,53,9999.00,SUCCESS,2026-04-14 08:05:00,WALLET
292,53,53,9999.00,SUCCESS,2026-05-03 13:31:00,CARD
293,53,53,9999.00,SUCCESS,2026-06-17 14:28:00,UPI
294,53,53,9999.00,SUCCESS,2026-07-17 18:26:00,CARD
295,53,53,9999.00,FAILED,2026-08-04 18:03:00,NET_BANKING
296,54,54,2499.00,SUCCESS,2026-07-03 14:52:00,UPI
297,54,54,2499.00,SUCCESS,2026-08-18 10:11:00,WALLET
298,55,55,999.00,SUCCESS,2026-01-04 18:40:00,UPI
299,55,55,999.00,SUCCESS,2026-02-01 17:23:00,NET_BANKING
300,55,55,999.00,SUCCESS,2026-03-01 17:39:00,WALLET
301,55,55,999.00,SUCCESS,2026-04-06 08:01:00,NET_BANKING
302,55,55,999.00,SUCCESS,2026-05-23 19:50:00,WALLET
303,55,55,999.00,SUCCESS,2026-06-02 15:50:00,CARD
304,55,55,999.00,SUCCESS,2026-07-22 15:04:00,NET_BANKING
305,55,55,999.00,SUCCESS,2026-08-07 14:48:00,WALLET
306,56,56,999.00,SUCCESS,2026-01-17 19:53:00,NET_BANKING
307,56,56,999.00,SUCCESS,2026-02-21 15:26:00,WALLET
308,56,56,999.00,SUCCESS,2026-03-01 14:51:00,CARD
309,56,56,999.00,SUCCESS,2026-04-15 13:53:00,WALLET
310,56,56,999.00,SUCCESS,2026-05-02 08:13:00,NET_BANKING
311,56,56,999.00,SUCCESS,2026-06-09 20:09:00,NET_BANKING
312,56,56,999.00,SUCCESS,2026-07-09 17:13:00,NET_BANKING
313,56,56,999.00,SUCCESS,2026-08-01 13:31:00,CARD
314,57,57,2499.00,SUCCESS,2026-01-02 20:26:00,UPI
315,57,57,2499.00,SUCCESS,2026-02-02 13:34:00,WALLET
316,57,57,2499.00,SUCCESS,2026-03-09 11:15:00,WALLET
317,57,57,2499.00,SUCCESS,2026-04-17 17:30:00,NET_BANKING
318,57,57,2499.00,SUCCESS,2026-05-04 10:12:00,UPI
319,57,57,2499.00,SUCCESS,2026-06-15 09:05:00,NET_BANKING
320,57,57,2499.00,SUCCESS,2026-07-08 08:35:00,NET_BANKING
321,57,57,2499.00,SUCCESS,2026-08-07 16:31:00,UPI
322,58,58,999.00,SUCCESS,2026-04-25 19:32:00,WALLET
323,58,58,999.00,SUCCESS,2026-05-03 20:39:00,NET_BANKING
324,58,58,999.00,SUCCESS,2026-06-07 11:27:00,NET_BANKING
325,58,58,999.00,SUCCESS,2026-07-16 17:12:00,WALLET
326,58,58,999.00,SUCCESS,2026-08-03 16:31:00,CARD
327,59,59,2499.00,SUCCESS,2026-05-11 16:11:00,CARD
328,59,59,2499.00,SUCCESS,2026-06-13 16:03:00,UPI
329,59,59,2499.00,SUCCESS,2026-07-24 15:13:00,UPI
330,60,60,999.00,SUCCESS,2026-01-17 20:28:00,NET_BANKING
331,60,60,999.00,SUCCESS,2026-02-06 20:05:00,NET_BANKING
332,60,60,999.00,SUCCESS,2026-03-01 20:54:00,NET_BANKING
333,60,60,999.00,SUCCESS,2026-04-21 10:30:00,UPI
334,60,60,999.00,SUCCESS,2026-05-24 14:31:00,CARD
335,60,60,999.00,SUCCESS,2026-06-22 18:31:00,UPI
336,60,60,999.00,SUCCESS,2026-07-04 09:28:00,UPI
337,60,60,999.00,SUCCESS,2026-08-24 09:13:00,WALLET
338,61,61,999.00,SUCCESS,2026-01-04 15:14:00,CARD
339,61,61,999.00,SUCCESS,2026-02-06 09:08:00,NET_BANKING
340,61,61,999.00,SUCCESS,2026-03-02 16:14:00,CARD
341,61,61,999.00,SUCCESS,2026-04-08 08:14:00,UPI
342,61,61,999.00,SUCCESS,2026-05-21 20:08:00,WALLET
343,61,61,999.00,SUCCESS,2026-06-08 12:34:00,CARD
344,61,61,999.00,SUCCESS,2026-07-01 08:03:00,NET_BANKING
345,62,62,999.00,SUCCESS,2026-01-18 15:30:00,WALLET
346,62,62,999.00,SUCCESS,2026-02-02 14:18:00,NET_BANKING
347,62,62,999.00,SUCCESS,2026-03-04 16:29:00,WALLET
348,62,62,999.00,SUCCESS,2026-04-19 19:24:00,WALLET
349,62,62,999.00,SUCCESS,2026-05-03 15:48:00,WALLET
350,62,62,999.00,SUCCESS,2026-06-12 12:01:00,NET_BANKING
351,63,63,2499.00,SUCCESS,2026-01-18 15:05:00,NET_BANKING
352,63,63,2499.00,SUCCESS,2026-02-18 19:04:00,CARD
353,63,63,2499.00,SUCCESS,2026-03-06 14:47:00,UPI
354,63,63,2499.00,SUCCESS,2026-04-25 20:18:00,CARD
355,63,63,2499.00,SUCCESS,2026-05-12 19:36:00,WALLET
356,63,63,2499.00,SUCCESS,2026-06-21 13:17:00,CARD
357,63,63,2499.00,SUCCESS,2026-07-20 11:25:00,NET_BANKING
358,63,63,2499.00,SUCCESS,2026-08-24 08:42:00,CARD
359,66,66,9999.00,SUCCESS,2026-06-06 13:24:00,CARD
360,66,66,9999.00,FAILED,2026-07-09 10:39:00,UPI
361,66,66,9999.00,SUCCESS,2026-08-22 11:36:00,UPI
362,67,67,2499.00,SUCCESS,2026-02-06 10:09:00,UPI
363,67,67,2499.00,SUCCESS,2026-03-19 15:57:00,NET_BANKING
364,67,67,2499.00,SUCCESS,2026-04-09 14:07:00,NET_BANKING
365,67,67,2499.00,SUCCESS,2026-05-20 20:11:00,CARD
366,67,67,2499.00,SUCCESS,2026-06-06 15:35:00,WALLET
367,67,67,2499.00,SUCCESS,2026-07-17 16:30:00,WALLET
368,67,67,2499.00,SUCCESS,2026-08-15 13:35:00,CARD
369,68,68,2499.00,SUCCESS,2026-01-18 10:47:00,CARD
370,68,68,2499.00,FAILED,2026-02-16 19:43:00,WALLET
371,68,68,2499.00,FAILED,2026-03-21 17:08:00,NET_BANKING
372,68,68,2499.00,SUCCESS,2026-04-11 11:53:00,UPI
373,68,68,2499.00,SUCCESS,2026-05-06 11:15:00,WALLET
374,68,68,2499.00,SUCCESS,2026-06-15 10:02:00,NET_BANKING
375,68,68,2499.00,SUCCESS,2026-07-18 14:17:00,CARD
376,68,68,2499.00,PENDING,2026-08-21 09:49:00,NET_BANKING
377,69,69,2499.00,SUCCESS,2026-01-05 15:03:00,UPI
378,69,69,2499.00,SUCCESS,2026-02-23 17:24:00,UPI
379,69,69,2499.00,SUCCESS,2026-03-20 19:49:00,CARD
380,69,69,2499.00,SUCCESS,2026-04-01 13:18:00,CARD
381,69,69,2499.00,FAILED,2026-05-25 08:08:00,CARD
382,69,69,2499.00,FAILED,2026-06-11 11:16:00,NET_BANKING
383,69,69,2499.00,SUCCESS,2026-07-07 12:20:00,WALLET
384,69,69,2499.00,SUCCESS,2026-08-04 17:31:00,CARD
385,70,70,2499.00,SUCCESS,2026-01-20 16:03:00,UPI
386,70,70,2499.00,SUCCESS,2026-02-15 09:57:00,CARD
387,70,70,2499.00,SUCCESS,2026-03-20 17:46:00,NET_BANKING
388,70,70,2499.00,SUCCESS,2026-04-03 08:17:00,UPI
389,70,70,2499.00,SUCCESS,2026-05-19 10:42:00,WALLET
390,70,70,2499.00,SUCCESS,2026-06-23 12:04:00,UPI
